,fips,year,counts_x,race,counts_y,percentage,variable,value,representation
42546,42101026500,2017,1496,Black - Non-Latino,1420,94.91978609625669,Black - Non-Latino,94.7235023,1.00207217629723
13474,42101010700,2014,1102,Black - Non-Latino,1037,94.1016333938294,Black - Non-Latino,93.9079169,1.0020628345322118
32667,42101020101,2016,2655,Asian,27,1.0169491525423728,Asian,1.0149422,1.0019774057501727
46182,42101028000,2017,2974,Black - Non-Latino,2801,94.18291862811029,Black - Non-Latino,94.00749064,1.0018661064870042
42058,42101026302,2015,1185,Black - Non-Latino,1115,94.09282700421942,Black - Non-Latino,93.92335766,1.001804336519068
3462,42101006500,2021,1446,Black - Non-Latino,1374,95.0207468879668,Black - Non-Latino,94.85064646,1.001793350222853
13498,42101010700,2015,1553,Black - Non-Latino,1461,94.07598197037991,Black - Non-Latino,93.9079169,1.0017896794639676
14742,42101011200,2017,1416,Black - Non-Latino,1340,94.63276836158192,Black - Non-Latino,94.46669094,1.0017580527054495
7570,42101008301,2022,580,Black - Non-Latino,538,92.75862068965517,Black - Non-Latino,92.59985298,1.0017145568221308
39998,42101024900,2022,290,Black - Non-Latino,274,94.48275862068965,Black - Non-Latino,94.32195711,1.0017048152478656
10790,42101009400,2014,1175,Black - Non-Latino,1124,95.65957446808511,Black - Non-Latino,95.50561798,1.0016120149928496
7314,42101008200,2022,1189,Black - Non-Latino,1132,95.20605550883096,Black - Non-Latino,95.05664264,1.0015718298551401
11302,42101009600,2015,2570,Black - Non-Latino,2407,93.65758754863813,Black - Non-Latino,93.51109014,1.0015666313847782
11138,42101009500,2018,1691,Black - Non-Latino,1609,95.15079834417504,Black - Non-Latino,95.01961968,1.0013805429301528
11190,42101009500,2020,371,Black - Non-Latino,353,95.14824797843666,Black - Non-Latino,95.01961968,1.001353702518173
27230,42101017300,2023,134,Black - Non-Latino,122,91.04477611940298,Black - Non-Latino,90.93206951,1.0012394594119578
5158,42101007200,2020,402,Black - Non-Latino,376,93.53233830845771,Black - Non-Latino,93.42132831,1.001188272533327
42114,42101026302,2017,2342,Black - Non-Latino,2202,94.02220324508967,Black - Non-Latino,93.92335766,1.0010524068512063
32910,42101020102,2015,1989,Black - Non-Latino,1826,91.80492709904475,Black - Non-Latino,91.70891739,1.0010468961119283
68017,42101036700,2023,24,White - Non-Latino,17,70.83333333333334,White - Non-Latino,70.77104642,1.0008801185864016
42314,42101026400,2016,790,Black - Non-Latino,754,95.44303797468355,Black - Non-Latino,95.36348025,1.0008342577732585
17290,42101013200,2020,431,Black - Non-Latino,340,78.88631090487239,Black - Non-Latino,78.82635553,1.0007606006197962
3486,42101006500,2022,906,Black - Non-Latino,860,94.92273730684326,Black - Non-Latino,94.85064646,1.0007600459199155
8238,42101008500,2017,4471,Black - Non-Latino,4049,90.56139566092597,Black - Non-Latino,90.49580231,1.00072482202767
43815,42101027200,2014,45,Asian,3,6.666666666666667,Asian,6.66199158,1.0007017551148973
43822,42101027200,2014,45,Black - Non-Latino,35,77.77777777777779,Black - Non-Latino,77.72323516,1.0007017543423855
10726,42101009300,2021,594,Black - Non-Latino,554,93.26599326599326,Black - Non-Latino,93.20066335,1.0007009597748024
21646,42101015101,2020,43,Black - Non-Latino,41,95.34883720930233,Black - Non-Latino,95.28949951,1.0006227097382971
21486,42101014900,2021,328,Black - Non-Latino,308,93.90243902439023,Black - Non-Latino,93.84925637,1.0005666816813183
33838,42101020400,2021,542,Black - Non-Latino,498,91.88191881918819,Black - Non-Latino,91.83606557,1.0004992945734728
32810,42101020101,2021,751,Black - Non-Latino,684,91.07856191744341,Black - Non-Latino,91.03467719,1.0004820660521685
10894,42101009400,2018,1909,Black - Non-Latino,1824,95.54740701938188,Black - Non-Latino,95.50561798,1.0004375558241048
3506,42101006500,2023,137,Black - Non-Latino,130,94.8905109489051,Black - Non-Latino,94.85064646,1.0004202869499885
11778,42101009802,2020,18,Black - Non-Latino,15,83.33333333333334,Black - Non-Latino,83.30593607,1.000328875283393
42142,42101026302,2018,2084,Black - Non-Latino,1958,93.95393474088291,Black - Non-Latino,93.92335766,1.0003255535326325
6718,42101008101,2016,843,Black - Non-Latino,798,94.66192170818505,Black - Non-Latino,94.6337926,1.0002972416872684
15262,42101011400,2022,145,Black - Non-Latino,133,91.72413793103448,Black - Non-Latino,91.70747633,1.0001816820362008
15654,42101011800,2016,906,Black - Non-Latino,840,92.71523178807946,Black - Non-Latino,92.70592421,1.0001003989567956
7154,42101008200,2016,1621,Black - Non-Latino,1541,95.06477483035164,Black - Non-Latino,95.05664264,1.0000855509949202
49261,42101029100,2021,296,White - Non-Latino,29,9.797297297297296,White - Non-Latino,9.79722519,1.00000735997141
73595,42101980900,2019,963,Asian,34,3.5306334371754935,Asian,0.0,1.0
73539,42101980900,2017,735,Asian,34,4.625850340136054,Asian,0.0,1.0
72639,42101980300,2014,617,Asian,15,2.4311183144246353,Asian,0.0,1.0
73567,42101980900,2018,738,Asian,32,4.336043360433604,Asian,0.0,1.0
73511,42101980900,2016,696,Asian,18,2.586206896551724,Asian,0.0,1.0
73483,42101980900,2015,1044,Asian,40,3.8314176245210727,Asian,0.0,1.0
72814,42101980300,2020,94,Black - Non-Latino,25,26.595744680851062,Black - Non-Latino,0.0,1.0
73189,42101980700,2020,108,White - Non-Latino,43,39.81481481481482,White - Non-Latino,0.0,1.0
72779,42101980300,2019,453,Asian,20,4.415011037527594,Asian,0.0,1.0
73265,42101980700,2023,35,White - Non-Latino,12,34.285714285714285,White - Non-Latino,0.0,1.0
72734,42101980300,2017,618,Black - Non-Latino,155,25.080906148867317,Black - Non-Latino,0.0,1.0
73245,42101980700,2022,350,White - Non-Latino,141,40.285714285714285,White - Non-Latino,0.0,1.0
72890,42101980300,2023,39,Black - Non-Latino,18,46.15384615384615,Black - Non-Latino,0.0,1.0
73217,42101980700,2021,375,White - Non-Latino,138,36.8,White - Non-Latino,0.0,1.0
1359,42101005000,2018,31,Asian,1,3.225806451612903,Asian,0.0,1.0
73619,42101980900,2020,194,Asian,8,4.123711340206185,Asian,0.0,1.0
72879,42101980300,2023,39,Asian,1,2.564102564102564,Asian,0.0,1.0
1343,42101005000,2017,29,Asian,2,6.896551724137931,Asian,0.0,1.0
72803,42101980300,2020,94,Asian,4,4.25531914893617,Asian,0.0,1.0
72723,42101980300,2017,618,Asian,20,3.2362459546925564,Asian,0.0,1.0
73699,42101980900,2023,101,Asian,2,1.9801980198019802,Asian,0.0,1.0
73169,42101980700,2019,554,White - Non-Latino,235,42.418772563176894,White - Non-Latino,0.0,1.0
1327,42101005000,2016,29,Asian,3,10.344827586206897,Asian,0.0,1.0
1303,42101005000,2014,27,Asian,2,7.4074074074074066,Asian,0.0,1.0
72751,42101980300,2018,376,Asian,12,3.1914893617021276,Asian,0.0,1.0
73141,42101980700,2018,462,White - Non-Latino,218,47.18614718614719,White - Non-Latino,0.0,1.0
72790,42101980300,2019,453,Black - Non-Latino,95,20.97130242825607,Black - Non-Latino,0.0,1.0
73117,42101980700,2017,663,White - Non-Latino,340,51.28205128205128,White - Non-Latino,0.0,1.0
73089,42101980700,2016,681,White - Non-Latino,376,55.21292217327459,White - Non-Latino,0.0,1.0
72762,42101980300,2018,376,Black - Non-Latino,101,26.861702127659576,Black - Non-Latino,0.0,1.0
1375,42101005000,2019,30,Asian,2,6.666666666666667,Asian,0.0,1.0
73061,42101980700,2015,806,White - Non-Latino,487,60.42183622828784,White - Non-Latino,0.0,1.0
72831,42101980300,2021,330,Asian,8,2.4242424242424243,Asian,0.0,1.0
72678,42101980300,2015,713,Black - Non-Latino,168,23.56241234221599,Black - Non-Latino,0.0,1.0
73419,42101980800,2021,55,Asian,3,5.454545454545454,Asian,0.0,1.0
72862,42101980300,2022,137,Black - Non-Latino,34,24.817518248175183,Black - Non-Latino,0.0,1.0
73387,42101980800,2019,266,Asian,4,1.5037593984962405,Asian,0.0,1.0
73407,42101980800,2020,40,Asian,1,2.5,Asian,0.0,1.0
73033,42101980700,2014,785,White - Non-Latino,410,52.22929936305732,White - Non-Latino,0.0,1.0
73455,42101980900,2014,967,Asian,50,5.170630816959669,Asian,0.0,1.0
73271,42101980800,2014,149,Asian,2,1.342281879194631,Asian,0.0,1.0
72855,42101980300,2022,137,Asian,7,5.109489051094891,Asian,0.0,1.0
72667,42101980300,2015,713,Asian,21,2.9453015427769986,Asian,0.0,1.0
72695,42101980300,2016,571,Asian,10,1.7513134851138354,Asian,0.0,1.0
72842,42101980300,2021,330,Black - Non-Latino,105,31.818181818181817,Black - Non-Latino,0.0,1.0
73363,42101980800,2018,292,Asian,2,0.684931506849315,Asian,0.0,1.0
73675,42101980900,2022,456,Asian,6,1.3157894736842104,Asian,0.0,1.0
1403,42101005000,2022,21,Asian,1,4.761904761904762,Asian,0.0,1.0
73339,42101980800,2017,270,Asian,5,1.8518518518518516,Asian,0.0,1.0
72650,42101980300,2014,617,Black - Non-Latino,139,22.52836304700162,Black - Non-Latino,0.0,1.0
72706,42101980300,2016,571,Black - Non-Latino,125,21.891418563922944,Black - Non-Latino,0.0,1.0
73315,42101980800,2016,285,Asian,1,0.3508771929824561,Asian,0.0,1.0
73295,42101980800,2015,286,Asian,4,1.3986013986013985,Asian,0.0,1.0
73647,42101980900,2021,474,Asian,12,2.5316455696202533,Asian,0.0,1.0
11010,42101009400,2023,89,Black - Non-Latino,85,95.50561797752809,Black - Non-Latino,95.50561798,0.9999999999741177
42438,42101026400,2022,194,Black - Non-Latino,185,95.36082474226805,Black - Non-Latino,95.36348025,0.999972153829485
13226,42101010600,2014,1180,Black - Non-Latino,1060,89.83050847457628,Black - Non-Latino,89.83739837,0.9999233070464112
33542,42101020300,2019,3473,Black - Non-Latino,3006,86.553412035704,Black - Non-Latino,86.56554713,0.9998598161197113
4774,42101007102,2015,1455,Black - Non-Latino,1393,95.73883161512028,Black - Non-Latino,95.75548335,0.9998261015004345
43026,42101026700,2019,2560,Black - Non-Latino,2422,94.609375,Black - Non-Latino,94.63823305,0.9996950698563365
4906,42101007102,2020,350,Black - Non-Latino,335,95.71428571428572,Black - Non-Latino,95.75548335,0.9995697621246012
57365,42101032900,2014,242,White - Non-Latino,146,60.33057851239669,White - Non-Latino,60.35705551,0.9995613272155246
42974,42101026700,2017,1647,Black - Non-Latino,1558,94.59623557984213,Black - Non-Latino,94.63823305,0.999556231463708
42846,42101026600,2021,230,Black - Non-Latino,221,96.08695652173913,Black - Non-Latino,96.13019349,0.9995502248909406
46154,42101028000,2016,1904,Black - Non-Latino,1789,93.96008403361344,Black - Non-Latino,94.00749064,0.9994957145854674
4426,42101007000,2021,1369,Black - Non-Latino,1299,94.88677867056245,Black - Non-Latino,94.93734336,0.999467388830907
7106,42101008200,2014,1177,Black - Non-Latino,1118,94.98725573491929,Black - Non-Latino,95.05664264,0.9992700467515616
12142,42101010100,2019,1623,Black - Non-Latino,1513,93.22242760320394,Black - Non-Latino,93.29547536,0.9992170278728504
8210,42101008500,2016,6380,Black - Non-Latino,5769,90.42319749216301,Black - Non-Latino,90.49580231,0.9991976996061289
43090,42101026700,2022,441,Black - Non-Latino,417,94.5578231292517,Black - Non-Latino,94.63823305,0.9991503442302667
33042,42101020102,2020,394,Black - Non-Latino,361,91.6243654822335,Black - Non-Latino,91.70891739,0.9990780404984291
11166,42101009500,2019,3171,Black - Non-Latino,3010,94.92273730684326,Black - Non-Latino,95.01961968,0.9989803961173175
39938,42101024900,2019,1037,Black - Non-Latino,977,94.21407907425265,Black - Non-Latino,94.32195711,0.9988562786539561
8026,42101008400,2019,5170,Black - Non-Latino,4843,93.67504835589942,Black - Non-Latino,93.78342246,0.9988444215271969
10650,42101009300,2018,2272,Black - Non-Latino,2115,93.08978873239437,Black - Non-Latino,93.20066335,0.9988103666473997
20558,42101014500,2019,161,Black - Non-Latino,93,57.7639751552795,Black - Non-Latino,57.83279221,0.9988100686117556
21554,42101015101,2015,228,Black - Non-Latino,217,95.17543859649122,Black - Non-Latino,95.28949951,0.9988030064792521
7034,42101008102,2020,324,Black - Non-Latino,308,95.06172839506173,Black - Non-Latino,95.18695306,0.9986844345688918
61661,42101034600,2021,202,White - Non-Latino,104,51.48514851485149,White - Non-Latino,51.55555556,0.9986343461071508
32854,42101020101,2023,110,Black - Non-Latino,100,90.9090909090909,Black - Non-Latino,91.03467719,0.9986204566788656
18858,42101013800,2019,223,Black - Non-Latino,195,87.4439461883408,Black - Non-Latino,87.57884522,0.9984596847409859
39730,42101024800,2020,298,Black - Non-Latino,281,94.29530201342283,Black - Non-Latino,94.44150344,0.9984519366883008
10922,42101009400,2019,3466,Black - Non-Latino,3305,95.35487593768033,Black - Non-Latino,95.50561798,0.9984216421451644
46342,42101028100,2014,875,Black - Non-Latino,776,88.68571428571428,Black - Non-Latino,88.8269713,0.9984097508648737
6694,42101008101,2015,796,Black - Non-Latino,752,94.47236180904522,Black - Non-Latino,94.6337926,0.9982941527913066
11626,42101009801,2019,111,Black - Non-Latino,91,81.98198198198197,Black - Non-Latino,82.14285714,0.9980415198153646
26762,42101017202,2015,2348,Black - Non-Latino,2231,95.01703577512777,Black - Non-Latino,95.21696252,0.9979003032697011
7182,42101008200,2017,1905,Black - Non-Latino,1807,94.85564304461943,Black - Non-Latino,95.05664264,0.9978854755459667
7018,42101008102,2019,1354,Black - Non-Latino,1286,94.97784342688331,Black - Non-Latino,95.18695306,0.9978031691697824
21510,42101014900,2022,220,Black - Non-Latino,206,93.63636363636364,Black - Non-Latino,93.84925637,0.9977315458654564
5030,42101007200,2015,1310,Black - Non-Latino,1221,93.20610687022901,Black - Non-Latino,93.42132831,0.9976962280063411
4166,42101006900,2020,91,Black - Non-Latino,85,93.4065934065934,Black - Non-Latino,93.65892083,0.9973058901258899
25222,42101016702,2021,674,Black - Non-Latino,589,87.3887240356083,Black - Non-Latino,87.6334826,0.9972070199981795
41806,42101026200,2021,113,Black - Non-Latino,106,93.80530973451327,Black - Non-Latino,94.07134071,0.9971720295099563
25766,42101016902,2014,1320,Black - Non-Latino,1260,95.45454545454545,Black - Non-Latino,95.72773353,0.9971461971846547
50593,42101029900,2022,305,White - Non-Latino,55,18.0327868852459,White - Non-Latino,18.08510638,0.9971070397013557
34082,42101020500,2021,881,Black - Non-Latino,789,89.55732122587968,Black - Non-Latino,89.81908478,0.9970856577445486
33486,42101020300,2017,2140,Black - Non-Latino,1847,86.30841121495327,Black - Non-Latino,86.56554713,0.9970295813568812
5337,42101007300,2017,808,White - Non-Latino,48,5.9405940594059405,White - Non-Latino,5.95854922,0.9969866556554081
41722,42101026200,2017,515,Black - Non-Latino,483,93.7864077669903,Black - Non-Latino,94.07134071,0.9969710972453546
7674,42101008302,2016,4106,Black - Non-Latino,3848,93.71651242084754,Black - Non-Latino,94.00975157,0.9968807581739633
41146,42101025800,2019,103,Black - Non-Latino,94,91.2621359223301,Black - Non-Latino,91.55264723,0.9968268388030324
13106,42101010500,2019,1495,Black - Non-Latino,1377,92.10702341137123,Black - Non-Latino,92.41857982,0.9966288552665971
44986,42101027600,2016,425,Black - Non-Latino,376,88.47058823529412,Black - Non-Latino,88.77777778,0.9965397923625986
34110,42101020500,2022,1544,Black - Non-Latino,1382,89.50777202072538,Black - Non-Latino,89.81908478,0.9965340020994744
6966,42101008102,2017,1261,Black - Non-Latino,1196,94.84536082474226,Black - Non-Latino,95.18695306,0.9964113544527219
42690,42101026600,2014,735,Black - Non-Latino,704,95.78231292517006,Black - Non-Latino,96.13019349,0.9963811519336417
18135,42101013500,2017,168,Asian,4,2.380952380952381,Asian,2.38981999,0.9962894238542129
39666,42101024800,2017,1607,Black - Non-Latino,1512,94.0883634100809,Black - Non-Latino,94.44150344,0.9962607538311431
8126,42101008400,2023,274,Black - Non-Latino,256,93.43065693430657,Black - Non-Latino,93.78342246,0.9962385087210495
7998,42101008400,2018,2525,Black - Non-Latino,2359,93.42574257425743,Black - Non-Latino,93.78342246,0.9961861075618654
73533,42101980900,2016,696,White - Non-Latino,208,29.88505747126437,White - Non-Latino,30.0,0.996168582375479
25534,42101016901,2014,923,Black - Non-Latino,874,94.69122426868906,Black - Non-Latino,95.06635892,0.9960539705572754
30681,42101019100,2018,603,White - Non-Latino,115,19.071310116086234,White - Non-Latino,19.15081265,0.9958486078180204
59789,42101033702,2015,261,White - Non-Latino,182,69.73180076628353,White - Non-Latino,70.02898551,0.9957562609032222
12378,42101010200,2018,1239,Black - Non-Latino,1183,95.48022598870057,Black - Non-Latino,95.8895513,0.9957312834844871
12942,42101010400,2022,443,Black - Non-Latino,408,92.09932279909707,Black - Non-Latino,92.4969988,0.9957006604964254
41678,42101026200,2015,378,Black - Non-Latino,354,93.65079365079364,Black - Non-Latino,94.07134071,0.9955294879818626
19463,42101014100,2017,601,Asian,20,3.3277870216306153,Asian,3.34288443,0.99548371812262
67421,42101036502,2016,56,White - Non-Latino,50,89.28571428571429,White - Non-Latino,89.69830758,0.9954002109357779
8182,42101008500,2015,3647,Black - Non-Latino,3285,90.07403345215246,Black - Non-Latino,90.49580231,0.9953393544553288
45742,42101027901,2018,1730,Black - Non-Latino,1616,93.41040462427745,Black - Non-Latino,93.85941991,0.9952160871423124
12298,42101010200,2015,1225,Black - Non-Latino,1169,95.42857142857143,Black - Non-Latino,95.8895513,0.9951925953852225
68575,42101037300,2017,356,Asian,18,5.056179775280898,Asian,5.08078645,0.9951569161661771
18814,42101013800,2017,451,Black - Non-Latino,393,87.13968957871397,Black - Non-Latino,87.57884522,0.9949855968049948
7458,42101008301,2018,899,Black - Non-Latino,828,92.1023359288098,Black - Non-Latino,92.59985298,0.994627237137216
53761,42101031200,2019,428,White - Non-Latino,88,20.5607476635514,White - Non-Latino,20.67194522,0.9946208469853617
68881,42101037600,2014,608,White - Non-Latino,209,34.375,White - Non-Latino,34.561286,0.9946099806587058
5186,42101007200,2021,861,Black - Non-Latino,800,92.91521486643438,Black - Non-Latino,93.42132831,0.9945824636330776
12774,42101010400,2015,912,Black - Non-Latino,839,91.99561403508771,Black - Non-Latino,92.4969988,0.9945794482911127
3354,42101006500,2017,2786,Black - Non-Latino,2628,94.32878679109835,Black - Non-Latino,94.85064646,0.9944980905415155
24806,42101016701,2014,842,Black - Non-Latino,783,92.99287410926365,Black - Non-Latino,93.5188216,0.9943760252563283
67389,42101036502,2014,37,White - Non-Latino,33,89.1891891891892,White - Non-Latino,89.69830758,0.9943241025996311
7646,42101008302,2015,2939,Black - Non-Latino,2747,93.46716570261994,Black - Non-Latino,94.00975157,0.9942284086669875
4826,42101007102,2017,2188,Black - Non-Latino,2083,95.20109689213893,Black - Non-Latino,95.75548335,0.9942103946587089
10994,42101009400,2022,515,Black - Non-Latino,489,94.95145631067962,Black - Non-Latino,95.50561798,0.9941976013449133
26846,42101017202,2018,2733,Black - Non-Latino,2587,94.65788510793999,Black - Non-Latino,95.21696252,0.9941283842997767
4274,42101007000,2015,1619,Black - Non-Latino,1528,94.37924644842496,Black - Non-Latino,94.93734336,0.9941214184869409
4130,42101006900,2018,174,Black - Non-Latino,162,93.10344827586206,Black - Non-Latino,93.65892083,0.9940691975818708
41202,42101025900,2014,191,Black - Non-Latino,179,93.717277486911,Black - Non-Latino,94.27970557,0.9940344734883435
15142,42101011400,2017,1414,Black - Non-Latino,1289,91.15983026874116,Black - Non-Latino,91.70747633,0.9940283378937591
42574,42101026500,2018,1572,Black - Non-Latino,1480,94.14758269720102,Black - Non-Latino,94.7235023,0.9939199925170104
25446,42101016800,2020,259,Black - Non-Latino,244,94.20849420849422,Black - Non-Latino,94.79034307,0.99386172849827
2829,42101006300,2016,2074,White - Non-Latino,109,5.2555448408871746,White - Non-Latino,5.28800755,0.9938610698252832
40578,42101025400,2020,77,Black - Non-Latino,66,85.71428571428571,Black - Non-Latino,86.2755102,0.993494973435529
13050,42101010500,2017,1208,Black - Non-Latino,1109,91.80463576158941,Black - Non-Latino,92.41857982,0.9933569195760598
19911,42101014300,2014,410,Asian,15,3.6585365853658534,Asian,3.68311327,0.9933271982606859
32938,42101020102,2016,1930,Black - Non-Latino,1758,91.0880829015544,Black - Non-Latino,91.70891739,0.9932303803587011
42210,42101026302,2021,268,Black - Non-Latino,250,93.28358208955224,Black - Non-Latino,93.92335766,0.9931883230499092
41326,42101025900,2022,47,Black - Non-Latino,44,93.61702127659575,Black - Non-Latino,94.27970557,0.992971082276957
10866,42101009400,2017,2070,Black - Non-Latino,1963,94.83091787439614,Black - Non-Latino,95.50561798,0.9929354930120954
24882,42101016701,2017,1148,Black - Non-Latino,1066,92.85714285714286,Black - Non-Latino,93.5188216,0.9929246462740167
12030,42101010100,2015,1914,Black - Non-Latino,1773,92.6332288401254,Black - Non-Latino,93.29547536,0.9929016223207054
15630,42101011800,2015,1270,Black - Non-Latino,1169,92.04724409448819,Black - Non-Latino,92.70592421,0.9928949512005322
4186,42101006900,2021,442,Black - Non-Latino,411,92.98642533936652,Black - Non-Latino,93.65892083,0.99281973906304
4450,42101007000,2022,1130,Black - Non-Latino,1065,94.24778761061947,Black - Non-Latino,94.93734336,0.9927367279831525
15062,42101011400,2014,625,Black - Non-Latino,569,91.03999999999999,Black - Non-Latino,91.70747633,0.9927216803175548
13430,42101010600,2022,342,Black - Non-Latino,305,89.18128654970761,Black - Non-Latino,89.83739837,0.992696673855245
46450,42101028100,2018,1121,Black - Non-Latino,988,88.13559322033898,Black - Non-Latino,88.8269713,0.992216574881001
41786,42101026200,2020,105,Black - Non-Latino,98,93.33333333333333,Black - Non-Latino,94.07134071,0.9921548117514156
12470,42101010200,2022,226,Black - Non-Latino,215,95.13274336283186,Black - Non-Latino,95.8895513,0.9921075036131894
1645,42101005500,2015,440,White - Non-Latino,55,12.5,White - Non-Latino,12.59982254,0.9920774646084817
4206,42101006900,2022,734,Black - Non-Latino,682,92.91553133514986,Black - Non-Latino,93.65892083,0.9920628009776084
15934,42101011900,2019,358,Black - Non-Latino,326,91.06145251396647,Black - Non-Latino,91.79980751,0.9919569003894361
4882,42101007102,2019,1851,Black - Non-Latino,1758,94.97568881685575,Black - Non-Latino,95.75548335,0.9918563981313321
21566,42101015101,2016,164,Black - Non-Latino,155,94.51219512195121,Black - Non-Latino,95.28949951,0.9918427067825325
16263,42101012100,2021,24,Asian,1,4.166666666666666,Asian,4.20102081,0.9918224296219723
19751,42101014200,2018,641,Asian,26,4.05616224648986,Asian,4.08963585,0.9918150161193106
15086,42101011400,2015,1293,Black - Non-Latino,1176,90.95127610208816,Black - Non-Latino,91.70747633,0.991754213961894
15606,42101011800,2014,521,Black - Non-Latino,479,91.93857965451056,Black - Non-Latino,92.70592421,0.9917228099279692
15166,42101011400,2018,1414,Black - Non-Latino,1286,90.94766619519095,Black - Non-Latino,91.70747633,0.9917148506837659
14562,42101011100,2019,3037,Black - Non-Latino,2800,92.19624629568654,Black - Non-Latino,92.96875,0.9916907164578047
15826,42101011900,2015,891,Black - Non-Latino,811,91.02132435465768,Black - Non-Latino,91.79980751,0.9915197735544542
33066,42101020102,2021,540,Black - Non-Latino,491,90.92592592592592,Black - Non-Latino,91.70891739,0.9914622101497029
12326,42101010200,2016,1274,Black - Non-Latino,1211,95.05494505494505,Black - Non-Latino,95.8895513,0.9912961711287626
33330,42101020200,2021,701,Black - Non-Latino,643,91.72610556348074,Black - Non-Latino,92.54191559,0.9911844268478984
33142,42101020200,2014,1450,Black - Non-Latino,1330,91.72413793103448,Black - Non-Latino,92.54191559,0.9911631647805019
42406,42101026400,2020,219,Black - Non-Latino,207,94.52054794520548,Black - Non-Latino,95.36348025,0.9911608479201396
26454,42101017100,2023,77,Black - Non-Latino,73,94.8051948051948,Black - Non-Latino,95.65109958,0.9911563507526884
71886,42101039000,2020,515,Black - Non-Latino,284,55.14563106796116,Black - Non-Latino,55.64140299,0.9910898738098329
7130,42101008200,2015,1864,Black - Non-Latino,1756,94.20600858369099,Black - Non-Latino,95.05664264,0.9910512928640816
42334,42101026400,2017,1129,Black - Non-Latino,1067,94.50841452612931,Black - Non-Latino,95.36348025,0.9910336145280239
45490,42101027800,2018,3620,Black - Non-Latino,3336,92.15469613259668,Black - Non-Latino,92.99263557,0.9909891849793572
13550,42101010700,2017,1512,Black - Non-Latino,1407,93.05555555555556,Black - Non-Latino,93.9079169,0.990923434651925
41370,42101026000,2015,120,Black - Non-Latino,112,93.33333333333333,Black - Non-Latino,94.18938307,0.9909113988353605
39050,42101024500,2023,147,Black - Non-Latino,134,91.15646258503402,Black - Non-Latino,91.99504337,0.9908845003573372
15882,42101011900,2017,586,Black - Non-Latino,533,90.95563139931741,Black - Non-Latino,91.79980751,0.9908041625186347
5047,42101007200,2016,940,Asian,8,0.851063829787234,Asian,0.85899853,0.9907628477399536
27182,42101017300,2021,1593,Black - Non-Latino,1435,90.08160703075957,Black - Non-Latino,90.93206951,0.990647276765796
14314,42101011000,2019,625,Black - Non-Latino,572,91.52,Black - Non-Latino,92.39193084,0.9905626949012466
46298,42101028000,2022,247,Black - Non-Latino,230,93.11740890688259,Black - Non-Latino,94.00749064,0.990531799891075
52649,42101030900,2016,305,White - Non-Latino,76,24.91803278688525,White - Non-Latino,25.15660236,0.9905166218513639
4330,42101007000,2017,2095,Black - Non-Latino,1970,94.03341288782816,Black - Non-Latino,94.93734336,0.9904786626612865
30127,42101018800,2018,2292,Asian,24,1.0471204188481675,Asian,1.05743812,0.9902427376536865
21958,42101015200,2014,1098,Black - Non-Latino,1016,92.53187613843352,Black - Non-Latino,93.44529594,0.9902250852503803
12406,42101010200,2019,1741,Black - Non-Latino,1653,94.94543365881677,Black - Non-Latino,95.8895513,0.990154113473433
14590,42101011100,2020,364,Black - Non-Latino,335,92.03296703296702,Black - Non-Latino,92.96875,0.9899344353125864
4150,42101006900,2019,343,Black - Non-Latino,318,92.71137026239067,Black - Non-Latino,93.65892083,0.9898829651333564
15194,42101011400,2019,856,Black - Non-Latino,777,90.77102803738318,Black - Non-Latino,91.70747633,0.9897887464567543
43954,42101027200,2021,26,Black - Non-Latino,20,76.92307692307693,Black - Non-Latino,77.72323516,0.9897050317671946
15910,42101011900,2018,492,Black - Non-Latino,447,90.85365853658537,Black - Non-Latino,91.79980751,0.9896933446912559
7486,42101008301,2019,2022,Black - Non-Latino,1853,91.64193867457962,Black - Non-Latino,92.59985298,0.9896553366491061
18914,42101013800,2022,45,Black - Non-Latino,39,86.66666666666667,Black - Non-Latino,87.57884522,0.9895844875432883
39714,42101024800,2019,1772,Black - Non-Latino,1656,93.45372460496614,Black - Non-Latino,94.44150344,0.9895408395773643
4102,42101006900,2016,217,Black - Non-Latino,201,92.62672811059907,Black - Non-Latino,93.65892083,0.9889792375328085
22951,42101015800,2016,190,Asian,4,2.1052631578947367,Asian,2.12878255,0.988951716977733
14762,42101011200,2018,1214,Black - Non-Latino,1134,93.41021416803954,Black - Non-Latino,94.46669094,0.9888164096630475
26506,42101017201,2015,2592,Black - Non-Latino,2437,94.02006172839506,Black - Non-Latino,95.0845335,0.9888049955926329
38978,42101024500,2020,520,Black - Non-Latino,473,90.96153846153847,Black - Non-Latino,91.99504337,0.9887656457282723
61542,42101034600,2017,801,Black - Non-Latino,195,24.344569288389515,Black - Non-Latino,24.62222222,0.988723482018412
18722,42101013700,2023,12,Black - Non-Latino,9,75.0,Black - Non-Latino,75.85705381,0.9887017255884117
12978,42101010500,2014,1066,Black - Non-Latino,974,91.36960600375235,Black - Non-Latino,92.41857982,0.9886497518324703
4358,42101007000,2018,1791,Black - Non-Latino,1681,93.85817978782804,Black - Non-Latino,94.93734336,0.9886328863439985
41386,42101026000,2016,247,Black - Non-Latino,230,93.11740890688259,Black - Non-Latino,94.18938307,0.9886189490983209
3382,42101006500,2018,1958,Black - Non-Latino,1836,93.76915219611848,Black - Non-Latino,94.85064646,0.9885979241655712
